seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
2,1,17,train,C,True,3
2,1,29,train,B,True,3
2,1,15,train,A,True,3
2,1,24,train,C,True,3
2,1,18,train,A,True,3
2,1,19,train,C,True,3
2,1,68,train,C,True,6
2,1,14,train,B,True,3
2,1,20,train,B,True,3
2,1,70,train,C,True,5
2,1,23,train,B,True,3
2,1,42,train,C,True,3
2,1,71,train,C,True,3
2,1,59,train,C,True,3
2,1,36,train,C,True,8
2,1,21,train,B,True,3
2,1,39,train,C,True,3
2,1,32,train,C,True,4
2,1,57,train,B,True,3
2,1,35,train,B,True,3
2,1,27,train,B,True,3
2,1,38,train,A,True,3
2,1,7,train,A,True,3
2,1,40,train,C,True,3
2,1,10,train,C,True,3
2,1,37,train,B,True,8
2,1,49,train,C,True,6
2,1,69,train,A,True,8
2,1,60,train,C,True,3
2,1,30,train,B,True,3
2,1,51,train,A,False,2
2,1,53,train,A,False,2
2,1,54,train,A,False,2
2,1,55,train,C,False,2
2,1,56,train,B,False,2
2,1,58,train,B,False,2
2,1,62,train,B,False,2
2,1,63,train,A,False,2
2,1,64,train,B,False,1
2,1,65,train,C,False,1
2,1,66,train,A,False,1
2,1,67,train,C,False,1
2,1,12,val,B,True,3
2,1,11,val,B,True,3
2,1,44,val,C,True,10
2,1,52,val,C,True,3
2,1,9,val,C,True,3
2,1,26,val,A,True,3
2,1,1,val,A,True,3
2,1,3,test,C,True,3
2,1,4,test,A,True,3
2,1,5,test,B,True,3
2,1,6,test,A,True,3
2,1,8,test,C,True,3
2,1,13,test,C,True,3
2,1,16,test,C,True,4
2,1,22,test,B,True,3
2,1,25,test,C,True,8
2,1,28,test,A,True,3
2,1,34,test,C,True,3
2,1,41,test,B,True,5
2,1,45,test,B,True,4
2,1,46,test,C,True,5
2,1,47,test,C,True,5
2,2,18,train,A,True,3
2,2,28,train,A,True,3
2,2,32,train,C,True,4
2,2,68,train,C,True,6
2,2,57,train,B,True,3
2,2,70,train,C,True,5
2,2,5,train,B,True,3
2,2,52,train,C,True,3
2,2,8,train,C,True,3
2,2,33,train,A,True,3
2,2,16,train,C,True,4
2,2,26,train,A,True,3
2,2,20,train,B,True,3
2,2,31,train,C,True,3
2,2,23,train,B,True,3
2,2,61,train,B,True,3
2,2,10,train,C,True,3
2,2,34,train,C,True,3
2,2,27,train,B,True,3
2,2,15,train,A,True,3
2,2,37,train,B,True,8
2,2,12,train,B,True,3
2,2,39,train,C,True,3
2,2,59,train,C,True,3
2,2,50,train,B,True,3
2,2,11,train,B,True,3
2,2,22,train,B,True,3
2,2,1,train,A,True,3
2,2,60,train,C,True,3
2,2,47,train,C,True,5
2,2,42,train,C,True,3
2,2,25,train,C,True,8
2,2,48,train,A,True,4
2,2,73,train,C,True,3
2,2,43,train,C,True,7
2,2,6,train,A,True,3
2,2,45,train,B,True,4
2,2,49,train,C,True,6
2,2,46,train,C,True,5
2,2,51,train,A,False,2
2,2,53,train,A,False,2
2,2,54,train,A,False,2
2,2,55,train,C,False,2
2,2,56,train,B,False,2
2,2,58,train,B,False,2
2,2,62,train,B,False,2
2,2,63,train,A,False,2
2,2,64,train,B,False,1
2,2,65,train,C,False,1
2,2,66,train,A,False,1
2,2,67,train,C,False,1
2,2,2,val,C,True,3
2,2,9,val,C,True,3
2,2,41,val,B,True,5
2,2,4,val,A,True,3
2,2,21,val,B,True,3
2,2,13,val,C,True,3
2,2,3,val,C,True,3
2,2,7,test,A,True,3
2,2,14,test,B,True,3
2,2,17,test,C,True,3
2,2,19,test,C,True,3
2,2,24,test,C,True,3
2,2,29,test,B,True,3
2,2,30,test,B,True,3
2,2,35,test,B,True,3
2,2,36,test,C,True,8
2,2,38,test,A,True,3
2,2,40,test,C,True,3
2,2,44,test,C,True,10
2,2,69,test,A,True,8
2,2,71,test,C,True,3
2,2,72,test,B,True,3
2,3,28,train,A,True,3
2,3,24,train,C,True,3
2,3,49,train,C,True,6
2,3,30,train,B,True,3
2,3,71,train,C,True,3
2,3,15,train,A,True,3
2,3,44,train,C,True,10
2,3,3,train,C,True,3
2,3,12,train,B,True,3
2,3,7,train,A,True,3
2,3,45,train,B,True,4
2,3,22,train,B,True,3
2,3,5,train,B,True,3
2,3,16,train,C,True,4
2,3,60,train,C,True,3
2,3,34,train,C,True,3
2,3,47,train,C,True,5
2,3,68,train,C,True,6
2,3,52,train,C,True,3
2,3,13,train,C,True,3
2,3,61,train,B,True,3
2,3,6,train,A,True,3
2,3,40,train,C,True,3
2,3,46,train,C,True,5
2,3,38,train,A,True,3
2,3,33,train,A,True,3
2,3,59,train,C,True,3
2,3,21,train,B,True,3
2,3,41,train,B,True,5
2,3,37,train,B,True,8
2,3,29,train,B,True,3
2,3,8,train,C,True,3
2,3,4,train,A,True,3
2,3,50,train,B,True,3
2,3,39,train,C,True,3
2,3,10,train,C,True,3
2,3,26,train,A,True,3
2,3,17,train,C,True,3
2,3,14,train,B,True,3
2,3,51,train,A,False,2
2,3,53,train,A,False,2
2,3,54,train,A,False,2
2,3,55,train,C,False,2
2,3,56,train,B,False,2
2,3,58,train,B,False,2
2,3,62,train,B,False,2
2,3,63,train,A,False,2
2,3,64,train,B,False,1
2,3,65,train,C,False,1
2,3,66,train,A,False,1
2,3,67,train,C,False,1
2,3,25,val,C,True,8
2,3,35,val,B,True,3
2,3,9,val,C,True,3
2,3,19,val,C,True,3
2,3,69,val,A,True,8
2,3,72,val,B,True,3
2,3,36,val,C,True,8
2,3,1,test,A,True,3
2,3,2,test,C,True,3
2,3,11,test,B,True,3
2,3,18,test,A,True,3
2,3,20,test,B,True,3
2,3,23,test,B,True,3
2,3,27,test,B,True,3
2,3,31,test,C,True,3
2,3,32,test,C,True,4
2,3,42,test,C,True,3
2,3,43,test,C,True,7
2,3,48,test,A,True,4
2,3,57,test,B,True,3
2,3,70,test,C,True,5
2,3,73,test,C,True,3
