seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
4,1,2,test,C,True,3
4,1,4,test,A,True,3
4,1,5,test,B,True,3
4,1,11,test,B,True,3
4,1,13,test,C,True,3
4,1,22,test,B,True,3
4,1,23,test,B,True,3
4,1,25,test,C,True,8
4,1,38,test,A,True,3
4,1,42,test,C,True,3
4,1,46,test,C,True,5
4,1,49,test,C,True,6
4,1,60,test,C,True,3
4,1,73,test,C,True,3
4,2,72,train,B,True,3
4,2,28,train,A,True,3
4,2,23,train,B,True,3
4,2,49,train,C,True,6
4,2,60,train,C,True,3
4,2,34,train,C,True,3
4,2,26,train,A,True,3
4,2,16,train,C,True,4
4,2,21,train,B,True,3
4,2,1,train,A,True,3
4,2,43,train,C,True,7
4,2,32,train,C,True,4
4,2,2,train,C,True,3
4,2,35,train,B,True,3
4,2,13,train,C,True,3
4,2,57,train,B,True,3
4,2,24,train,C,True,3
4,2,30,train,B,True,3
4,2,68,train,C,True,6
4,2,11,train,B,True,3
4,2,25,train,C,True,8
4,2,3,train,C,True,3
4,2,5,train,B,True,3
4,2,22,train,B,True,3
4,2,33,train,A,True,3
4,2,18,train,A,True,3
4,2,7,train,A,True,3
4,2,39,train,C,True,3
4,2,47,train,C,True,5
4,2,29,train,B,True,3
4,2,46,train,C,True,5
4,2,31,train,C,True,3
4,2,59,train,C,True,3
4,2,71,train,C,True,3
4,2,45,train,B,True,4
4,2,42,train,C,True,3
4,2,4,train,A,True,3
4,2,50,train,B,True,3
4,2,38,train,A,True,3
4,2,51,train,A,False,2
4,2,53,train,A,False,2
4,2,54,train,A,False,2
4,2,55,train,C,False,2
4,2,56,train,B,False,2
4,2,58,train,B,False,2
4,2,62,train,B,False,2
4,2,63,train,A,False,2
4,2,64,train,B,False,1
4,2,65,train,C,False,1
4,2,66,train,A,False,1
4,2,67,train,C,False,1
4,2,41,val,B,True,5
4,2,14,val,B,True,3
4,2,9,val,C,True,3
4,2,73,val,C,True,3
4,2,70,val,C,True,5
4,2,69,val,A,True,8
4,2,44,val,C,True,10
4,2,6,test,A,True,3
4,2,8,test,C,True,3
4,2,10,test,C,True,3
4,2,12,test,B,True,3
4,2,15,test,A,True,3
4,2,17,test,C,True,3
4,2,19,test,C,True,3
4,2,20,test,B,True,3
4,2,27,test,B,True,3
4,2,36,test,C,True,8
4,2,37,test,B,True,8
4,2,40,test,C,True,3
4,2,48,test,A,True,4
4,2,52,test,C,True,3
4,2,61,test,B,True,3
4,3,6,train,A,True,3
4,3,22,train,B,True,3
4,3,28,train,A,True,3
4,3,25,train,C,True,8
4,3,72,train,B,True,3
4,3,49,train,C,True,6
4,3,15,train,A,True,3
4,3,32,train,C,True,4
4,3,43,train,C,True,7
4,3,36,train,C,True,8
4,3,17,train,C,True,3
4,3,24,train,C,True,3
4,3,4,train,A,True,3
4,3,11,train,B,True,3
4,3,40,train,C,True,3
4,3,10,train,C,True,3
4,3,60,train,C,True,3
4,3,13,train,C,True,3
4,3,8,train,C,True,3
4,3,20,train,B,True,3
4,3,31,train,C,True,3
4,3,42,train,C,True,3
4,3,33,train,A,True,3
4,3,30,train,B,True,3
4,3,46,train,C,True,5
4,3,12,train,B,True,3
4,3,9,train,C,True,3
4,3,5,train,B,True,3
4,3,1,train,A,True,3
4,3,57,train,B,True,3
4,3,44,train,C,True,10
4,3,14,train,B,True,3
4,3,47,train,C,True,5
4,3,23,train,B,True,3
4,3,38,train,A,True,3
4,3,18,train,A,True,3
4,3,37,train,B,True,8
4,3,50,train,B,True,3
4,3,19,train,C,True,3
4,3,51,train,A,False,2
4,3,53,train,A,False,2
4,3,54,train,A,False,2
4,3,55,train,C,False,2
4,3,56,train,B,False,2
4,3,58,train,B,False,2
4,3,62,train,B,False,2
4,3,63,train,A,False,2
4,3,64,train,B,False,1
4,3,65,train,C,False,1
4,3,66,train,A,False,1
4,3,67,train,C,False,1
4,3,73,val,C,True,3
4,3,59,val,C,True,3
4,3,61,val,B,True,3
4,3,2,val,C,True,3
4,3,27,val,B,True,3
4,3,52,val,C,True,3
4,3,48,val,A,True,4
4,3,3,test,C,True,3
4,3,7,test,A,True,3
4,3,16,test,C,True,4
4,3,21,test,B,True,3
4,3,26,test,A,True,3
4,3,29,test,B,True,3
4,3,34,test,C,True,3
4,3,35,test,B,True,3
4,3,39,test,C,True,3
4,3,41,test,B,True,5
4,3,45,test,B,True,4
4,3,68,test,C,True,6
4,3,69,test,A,True,8
4,3,70,test,C,True,5
4,3,71,test,C,True,3
