seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
3,2,29,train,B,True,3
3,2,4,train,A,True,3
3,2,5,train,B,True,3
3,2,8,train,C,True,3
3,2,44,train,C,True,10
3,2,72,train,B,True,3
3,2,20,train,B,True,3
3,2,36,train,C,True,8
3,2,68,train,C,True,6
3,2,33,train,A,True,3
3,2,40,train,C,True,3
3,2,35,train,B,True,3
3,2,31,train,C,True,3
3,2,24,train,C,True,3
3,2,60,train,C,True,3
3,2,70,train,C,True,5
3,2,42,train,C,True,3
3,2,32,train,C,True,4
3,2,61,train,B,True,3
3,2,7,train,A,True,3
3,2,47,train,C,True,5
3,2,21,train,B,True,3
3,2,45,train,B,True,4
3,2,15,train,A,True,3
3,2,37,train,B,True,8
3,2,49,train,C,True,6
3,2,52,train,C,True,3
3,2,17,train,C,True,3
3,2,1,train,A,True,3
3,2,6,train,A,True,3
3,2,69,train,A,True,8
3,2,51,train,A,False,2
3,2,53,train,A,False,2
3,2,54,train,A,False,2
3,2,55,train,C,False,2
3,2,56,train,B,False,2
3,2,58,train,B,False,2
3,2,62,train,B,False,2
3,2,63,train,A,False,2
3,2,64,train,B,False,1
3,2,65,train,C,False,1
3,2,66,train,A,False,1
3,2,67,train,C,False,1
3,2,38,val,A,True,3
3,2,34,val,C,True,3
3,2,73,val,C,True,3
3,2,16,val,C,True,4
3,2,22,val,B,True,3
3,2,57,val,B,True,3
3,2,39,val,C,True,3
3,2,9,test,C,True,3
3,2,13,test,C,True,3
3,2,14,test,B,True,3
3,2,18,test,A,True,3
3,2,23,test,B,True,3
3,2,25,test,C,True,8
3,2,26,test,A,True,3
3,2,27,test,B,True,3
3,2,30,test,B,True,3
3,2,43,test,C,True,7
3,2,46,test,C,True,5
3,2,48,test,A,True,4
3,2,50,test,B,True,3
3,2,59,test,C,True,3
3,2,71,test,C,True,3
3,3,33,train,A,True,3
3,3,49,train,C,True,6
3,3,31,train,C,True,3
3,3,48,train,A,True,4
3,3,22,train,B,True,3
3,3,41,train,B,True,5
3,3,28,train,A,True,3
3,3,68,train,C,True,6
3,3,73,train,C,True,3
3,3,59,train,C,True,3
3,3,23,train,B,True,3
3,3,40,train,C,True,3
3,3,26,train,A,True,3
3,3,30,train,B,True,3
3,3,27,train,B,True,3
3,3,45,train,B,True,4
3,3,25,train,C,True,8
3,3,13,train,C,True,3
3,3,21,train,B,True,3
3,3,47,train,C,True,5
3,3,6,train,A,True,3
3,3,71,train,C,True,3
3,3,18,train,A,True,3
3,3,12,train,B,True,3
3,3,61,train,B,True,3
3,3,29,train,B,True,3
3,3,43,train,C,True,7
3,3,4,train,A,True,3
3,3,19,train,C,True,3
3,3,10,train,C,True,3
3,3,39,train,C,True,3
3,3,8,train,C,True,3
3,3,37,train,B,True,8
3,3,35,train,B,True,3
3,3,60,train,C,True,3
3,3,9,train,C,True,3
3,3,42,train,C,True,3
3,3,52,train,C,True,3
3,3,7,train,A,True,3
3,3,51,train,A,False,2
3,3,53,train,A,False,2
3,3,54,train,A,False,2
3,3,55,train,C,False,2
3,3,56,train,B,False,2
3,3,58,train,B,False,2
3,3,62,train,B,False,2
3,3,63,train,A,False,2
3,3,64,train,B,False,1
3,3,65,train,C,False,1
3,3,66,train,A,False,1
3,3,67,train,C,False,1
3,3,46,val,C,True,5
3,3,17,val,C,True,3
3,3,50,val,B,True,3
3,3,1,val,A,True,3
3,3,44,val,C,True,10
3,3,14,val,B,True,3
3,3,24,val,C,True,3
3,3,2,test,C,True,3
3,3,3,test,C,True,3
3,3,5,test,B,True,3
3,3,11,test,B,True,3
3,3,15,test,A,True,3
3,3,16,test,C,True,4
3,3,20,test,B,True,3
3,3,32,test,C,True,4
3,3,34,test,C,True,3
3,3,36,test,C,True,8
3,3,38,test,A,True,3
3,3,57,test,B,True,3
3,3,69,test,A,True,8
3,3,70,test,C,True,5
3,3,72,test,B,True,3
