seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
5,1,2,test,C,True,3
5,1,4,test,A,True,3
5,1,12,test,B,True,3
5,1,17,test,C,True,3
5,1,18,test,A,True,3
5,1,22,test,B,True,3
5,1,40,test,C,True,3
5,1,42,test,C,True,3
5,1,46,test,C,True,5
5,1,47,test,C,True,5
5,1,57,test,B,True,3
5,1,69,test,A,True,8
5,1,70,test,C,True,5
5,1,71,test,C,True,3
5,1,72,test,B,True,3
5,2,2,train,C,True,3
5,2,29,train,B,True,3
5,2,39,train,C,True,3
5,2,17,train,C,True,3
5,2,31,train,C,True,3
5,2,28,train,A,True,3
5,2,7,train,A,True,3
5,2,49,train,C,True,6
5,2,24,train,C,True,3
5,2,33,train,A,True,3
5,2,46,train,C,True,5
5,2,27,train,B,True,3
5,2,18,train,A,True,3
5,2,15,train,A,True,3
5,2,35,train,B,True,3
5,2,20,train,B,True,3
5,2,14,train,B,True,3
5,2,38,train,A,True,3
5,2,9,train,C,True,3
5,2,10,train,C,True,3
5,2,69,train,A,True,8
5,2,40,train,C,True,3
5,2,4,train,A,True,3
5,2,22,train,B,True,3
5,2,73,train,C,True,3
5,2,12,train,B,True,3
5,2,25,train,C,True,8
5,2,42,train,C,True,3
5,2,11,train,B,True,3
5,2,19,train,C,True,3
5,2,5,train,B,True,3
5,2,13,train,C,True,3
5,2,50,train,B,True,3
5,2,70,train,C,True,5
5,2,57,train,B,True,3
5,2,30,train,B,True,3
5,2,32,train,C,True,4
5,2,16,train,C,True,4
5,2,43,train,C,True,7
5,2,51,train,A,False,2
5,2,53,train,A,False,2
5,2,54,train,A,False,2
5,2,55,train,C,False,2
5,2,56,train,B,False,2
5,2,58,train,B,False,2
5,2,62,train,B,False,2
5,2,63,train,A,False,2
5,2,64,train,B,False,1
5,2,65,train,C,False,1
5,2,66,train,A,False,1
5,2,67,train,C,False,1
5,2,59,val,C,True,3
5,2,21,val,B,True,3
5,2,72,val,B,True,3
5,2,47,val,C,True,5
5,2,71,val,C,True,3
5,2,44,val,C,True,10
5,2,6,val,A,True,3
5,2,1,test,A,True,3
5,2,3,test,C,True,3
5,2,8,test,C,True,3
5,2,23,test,B,True,3
5,2,26,test,A,True,3
5,2,34,test,C,True,3
5,2,36,test,C,True,8
5,2,37,test,B,True,8
5,2,41,test,B,True,5
5,2,45,test,B,True,4
5,2,48,test,A,True,4
5,2,52,test,C,True,3
5,2,60,test,C,True,3
5,2,61,test,B,True,3
5,2,68,test,C,True,6
5,3,11,train,B,True,3
5,3,8,train,C,True,3
5,3,1,train,A,True,3
5,3,16,train,C,True,4
5,3,70,train,C,True,5
5,3,13,train,C,True,3
5,3,40,train,C,True,3
5,3,44,train,C,True,10
5,3,61,train,B,True,3
5,3,36,train,C,True,8
5,3,5,train,B,True,3
5,3,18,train,A,True,3
5,3,17,train,C,True,3
5,3,12,train,B,True,3
5,3,22,train,B,True,3
5,3,29,train,B,True,3
5,3,71,train,C,True,3
5,3,72,train,B,True,3
5,3,25,train,C,True,8
5,3,32,train,C,True,4
5,3,24,train,C,True,3
5,3,6,train,A,True,3
5,3,30,train,B,True,3
5,3,41,train,B,True,5
5,3,52,train,C,True,3
5,3,47,train,C,True,5
5,3,57,train,B,True,3
5,3,26,train,A,True,3
5,3,4,train,A,True,3
5,3,34,train,C,True,3
5,3,3,train,C,True,3
5,3,42,train,C,True,3
5,3,69,train,A,True,8
5,3,68,train,C,True,6
5,3,23,train,B,True,3
5,3,2,train,C,True,3
5,3,50,train,B,True,3
5,3,33,train,A,True,3
5,3,48,train,A,True,4
5,3,51,train,A,False,2
5,3,53,train,A,False,2
5,3,54,train,A,False,2
5,3,55,train,C,False,2
5,3,56,train,B,False,2
5,3,58,train,B,False,2
5,3,62,train,B,False,2
5,3,63,train,A,False,2
5,3,64,train,B,False,1
5,3,65,train,C,False,1
5,3,66,train,A,False,1
5,3,67,train,C,False,1
5,3,28,val,A,True,3
5,3,45,val,B,True,4
5,3,37,val,B,True,8
5,3,73,val,C,True,3
5,3,46,val,C,True,5
5,3,60,val,C,True,3
5,3,9,val,C,True,3
5,3,7,test,A,True,3
5,3,10,test,C,True,3
5,3,14,test,B,True,3
5,3,15,test,A,True,3
5,3,19,test,C,True,3
5,3,20,test,B,True,3
5,3,21,test,B,True,3
5,3,27,test,B,True,3
5,3,31,test,C,True,3
5,3,35,test,B,True,3
5,3,38,test,A,True,3
5,3,39,test,C,True,3
5,3,43,test,C,True,7
5,3,49,test,C,True,6
5,3,59,test,C,True,3
