seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
1,2,49,train,C,True,6
1,2,21,train,B,True,3
1,2,32,train,C,True,4
1,2,37,train,B,True,8
1,2,40,train,C,True,3
1,2,26,train,A,True,3
1,2,6,train,A,True,3
1,2,13,train,C,True,3
1,2,22,train,B,True,3
1,2,50,train,B,True,3
1,2,1,train,A,True,3
1,2,41,train,B,True,5
1,2,7,train,A,True,3
1,2,4,train,A,True,3
1,2,71,train,C,True,3
1,2,69,train,A,True,8
1,2,8,train,C,True,3
1,2,15,train,A,True,3
1,2,43,train,C,True,7
1,2,72,train,B,True,3
1,2,57,train,B,True,3
1,2,35,train,B,True,3
1,2,59,train,C,True,3
1,2,44,train,C,True,10
1,2,52,train,C,True,3
1,2,24,train,C,True,3
1,2,30,train,B,True,3
1,2,3,train,C,True,3
1,2,33,train,A,True,3
1,2,51,train,A,False,2
1,2,53,train,A,False,2
1,2,54,train,A,False,2
1,2,55,train,C,False,2
1,2,56,train,B,False,2
1,2,58,train,B,False,2
1,2,62,train,B,False,2
1,2,63,train,A,False,2
1,2,64,train,B,False,1
1,2,65,train,C,False,1
1,2,66,train,A,False,1
1,2,67,train,C,False,1
1,2,38,val,A,True,3
1,2,39,val,C,True,3
1,2,31,val,C,True,3
1,2,2,val,C,True,3
1,2,25,val,C,True,8
1,2,45,val,B,True,4
1,2,23,val,B,True,3
1,2,5,test,B,True,3
1,2,9,test,C,True,3
1,2,10,test,C,True,3
1,2,14,test,B,True,3
1,2,16,test,C,True,4
1,2,17,test,C,True,3
1,2,18,test,A,True,3
1,2,27,test,B,True,3
1,2,28,test,A,True,3
1,2,29,test,B,True,3
1,2,34,test,C,True,3
1,2,48,test,A,True,4
1,2,61,test,B,True,3
1,2,68,test,C,True,6
1,2,70,test,C,True,5
1,3,73,train,C,True,3
1,3,18,train,A,True,3
1,3,35,train,B,True,3
1,3,41,train,B,True,5
1,3,16,train,C,True,4
1,3,15,train,A,True,3
1,3,9,train,C,True,3
1,3,10,train,C,True,3
1,3,22,train,B,True,3
1,3,49,train,C,True,6
1,3,3,train,C,True,3
1,3,6,train,A,True,3
1,3,24,train,C,True,3
1,3,13,train,C,True,3
1,3,1,train,A,True,3
1,3,57,train,B,True,3
1,3,5,train,B,True,3
1,3,43,train,C,True,7
1,3,30,train,B,True,3
1,3,40,train,C,True,3
1,3,60,train,C,True,3
1,3,36,train,C,True,8
1,3,17,train,C,True,3
1,3,25,train,C,True,8
1,3,4,train,A,True,3
1,3,31,train,C,True,3
1,3,34,train,C,True,3
1,3,27,train,B,True,3
1,3,61,train,B,True,3
1,3,23,train,B,True,3
1,3,47,train,C,True,5
1,3,48,train,A,True,4
1,3,69,train,A,True,8
1,3,28,train,A,True,3
1,3,37,train,B,True,8
1,3,2,train,C,True,3
1,3,68,train,C,True,6
1,3,29,train,B,True,3
1,3,45,train,B,True,4
1,3,51,train,A,False,2
1,3,53,train,A,False,2
1,3,54,train,A,False,2
1,3,55,train,C,False,2
1,3,56,train,B,False,2
1,3,58,train,B,False,2
1,3,62,train,B,False,2
1,3,63,train,A,False,2
1,3,64,train,B,False,1
1,3,65,train,C,False,1
1,3,66,train,A,False,1
1,3,67,train,C,False,1
1,3,46,val,C,True,5
1,3,12,val,B,True,3
1,3,19,val,C,True,3
1,3,70,val,C,True,5
1,3,14,val,B,True,3
1,3,42,val,C,True,3
1,3,26,val,A,True,3
1,3,7,test,A,True,3
1,3,8,test,C,True,3
1,3,11,test,B,True,3
1,3,20,test,B,True,3
1,3,21,test,B,True,3
1,3,32,test,C,True,4
1,3,33,test,A,True,3
1,3,38,test,A,True,3
1,3,39,test,C,True,3
1,3,44,test,C,True,10
1,3,50,test,B,True,3
1,3,52,test,C,True,3
1,3,59,test,C,True,3
1,3,71,test,C,True,3
1,3,72,test,B,True,3
